user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
F_bin_235402	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum	GCF_000741295.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum	99.57	0.945	GCF_000741295.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum	99.57	0.945	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004155535.1, s__Bifidobacterium pseudolongum_C, 95.0, 94.99, 0.836; GCF_000771225.1, s__Bifidobacterium pseudolongum, 95.0, 94.21, 0.831; GCF_003952025.1, s__Bifidobacterium castoris, 95.0, 83.46, 0.236; GCF_002286915.1, s__Bifidobacterium italicum, 95.0, 83.37, 0.234; GCF_002860345.1, s__Bifidobacterium anseris, 95.0, 83.01, 0.218; GCF_002286935.1, s__Bifidobacterium criceti, 95.0, 82.97, 0.216; GCF_000741135.1, s__Bifidobacterium choerinum, 95.0, 82.95, 0.224; GCF_000741575.1, s__Bifidobacterium cuniculi, 95.0, 81.5, 0.175	92.33	11	N/A	N/A
F_bin_239230	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.41	11	0.95872	N/A
F_bin_24039	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp008014645	GCF_008014645.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp008014645	97.34	0.885	GCF_008014645.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp008014645	97.34	0.885	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548365.1, s__Collinsella sp900548365, 95.0, 86.81, 0.271	66.59	11	N/A	N/A
F_bin_241034	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	97.99	0.896	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	97.99	0.896	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.54	11	N/A	N/A
F_bin_241082	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900552905	GCA_938014345.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900552905	98.9	0.925	GCA_938014345.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900552905	98.9	0.925	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.1	11	N/A	N/A
F_bin_241092	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D vulpis	GCF_014217995.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D vulpis	98.92	0.934	GCF_014217995.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D vulpis	98.92	0.934	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900637395.1, s__Campylobacter_D upsaliensis, 95.0, 91.54, 0.848; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 86.17, 0.602	93.88	11	N/A	N/A
F_bin_249816	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.17	11	0.95031	N/A
F_bin_249838	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.44	11	0.88022	N/A
F_bin_250894	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.85	0.858	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_003697165.2, s__Escherichia coli, 95.0, 96.85, 0.858; GCF_000194175.1, s__Escherichia coli_F, 95.0, 96.05, 0.903; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.52, 0.714; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.05, 0.796; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.62, 0.808; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.37, 0.784; GCF_011881725.1, s__Escherichia coli_E, 95.0, 91.64, 0.792; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.59, 0.786; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.38, 0.568; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.78, 0.747; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.32, 0.665	98.07	11	N/A	N/A
F_bin_253048	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900544075	GCF_900544075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900544075	95.62	0.724	GCF_900544075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900544075	95.62	0.724	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944320855.1, s__Phocaeicola sp944320855, 95.0, 93.82, 0.648; GCA_018884025.1, s__Phocaeicola faecipullorum, 95.0, 87.3, 0.382; GCF_025567135.1, s__Phocaeicola cellulolyticus, 95.0, 87.1, 0.42; GCF_021531075.1, s__Phocaeicola caecigallinarum_B, 95.0, 87.04, 0.417; GCA_018883555.1, s__Phocaeicola faecigallinarum, 95.0, 86.99, 0.411; GCF_937912035.1, s__Phocaeicola sp937912035, 95.0, 86.77, 0.378; GCF_016902295.1, s__Phocaeicola caecigallinarum_A, 95.0, 86.05, 0.347; GCA_944322395.1, s__Phocaeicola sp944322395, 95.0, 85.24, 0.297; GCA_944320605.1, s__Phocaeicola sp944320605, 95.0, 84.8, 0.279	89.04	11	N/A	N/A
F_bin_254998	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	GCF_905200055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	98.31	0.902	GCF_905200055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	98.31	0.902	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021531615.1, s__Fusobacterium_A varium_C, 95.0, 95.76, 0.833; GCF_900543175.1, s__Fusobacterium_A sp900543175, 95.69, 94.77, 0.793; GCA_030527385.1, s__Fusobacterium_A sp030527385, 95.0, 87.99, 0.409; GCF_003019675.1, s__Fusobacterium_A ulcerans, 95.0, 84.19, 0.162; GCF_900683735.1, s__Fusobacterium_A ulcerans_A, 95.0, 84.06, 0.158; GCF_900637705.1, s__Fusobacterium_A varium, 95.0, 83.99, 0.163	76.29	11	N/A	N/A
F_bin_257404	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp027698105	GCA_027698105.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp027698105	97.9	0.915	GCA_027698105.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp027698105	97.9	0.915	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958442925.1, s__Otoolea sp958442925, 95.0, 92.88, 0.69; GCA_018223375.1, s__Otoolea sp000435655, 95.0, 87.39, 0.54; GCA_018377235.1, s__Otoolea sp018377235, 95.0, 86.46, 0.517	90.78	11	N/A	N/A
F_bin_258476	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	GCF_000297775.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	99.03	0.867	GCF_000297775.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	99.03	0.867	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902493085.1, s__Sutterella sp902493085, 95.0, 88.66, 0.473; GCA_900764215.1, s__Sutterella sp900764215, 95.0, 87.71, 0.46; GCA_934249275.1, s__Sutterella sp934249275, 95.0, 86.39, 0.44	95.87	11	N/A	N/A
F_bin_261994	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900550235.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900550235	86.02	0.299	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.35	11	0.98745	N/A
F_bin_268207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.7	11	0.9722	N/A
F_bin_268216	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_900762425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900762425	93.05	0.75	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905213875.1, s__CAG-269 sp905213875, 95.0, 83.16, 0.252; GCA_934167445.1, s__CAG-269 sp014846485, 95.0, 82.08, 0.211; GCA_900554365.1, s__CAG-269 sp900554365, 95.0, 80.79, 0.164	87.61	11	0.99643	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
F_bin_273937	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900548595	GCA_900548595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900548595	96.82	0.838	GCA_900548595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900548595	96.82	0.838	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.07	11	N/A	N/A
F_bin_275946	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	GCA_900540455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	98.65	0.86	GCA_900540455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	98.65	0.86	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023347535.1, s__Faecalibacterium sp900539885, 95.0, 82.13, 0.155; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 82.07, 0.152; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 81.97, 0.151; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 81.93, 0.156; GCF_023347235.1, s__Faecalibacterium prausnitzii_A, 95.0, 81.71, 0.153	95.49	11	N/A	N/A
F_bin_281344	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900104635.1, s__Faecalimonas phoceensis, 95.0, 83.18, 0.355; GCA_029983955.1, s__Faecalimonas sp029983955, 95.0, 83.12, 0.31	72.65	11	0.97803	N/A
F_bin_281737	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645	GCA_900546645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645	98.84	0.797	GCA_900546645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645	98.84	0.797	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958453305.1, s__Phocaeicola sp958453305, 95.0, 93.4, 0.702; GCA_958434805.1, s__Phocaeicola sp958434805, 95.0, 91.8, 0.31	95.51	11	N/A	N/A
F_bin_284614	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae	GCF_001436025.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae	97.66	0.884	GCF_001436025.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae	97.66	0.884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945870585.1, s__Limosilactobacillus sp945870585, 95.0, 91.89, 0.621; GCF_012843675.1, s__Limosilactobacillus sp012843675, 95.0, 89.68, 0.631	64.09	11	N/A	Genome has more than 10.0% of markers with multiple hits
F_bin_285008	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	99.51	0.836	GCF_004101845.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus	99.51	0.836	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_905332535.1, s__Latilactobacillus fragifolii, 95.0, 89.39, 0.586; GCF_001436415.1, s__Latilactobacillus graminis, 95.0, 85.71, 0.377; GCF_002953655.1, s__Latilactobacillus sakei_A, 95.0, 82.46, 0.162; GCF_002370355.1, s__Latilactobacillus sakei, 95.0, 82.41, 0.17	87.73	11	N/A	N/A
F_bin_287985	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.28	11	0.96658	N/A
F_bin_288044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__CAJMNU01 sp905214855	GCA_937890595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__CAJMNU01 sp905214855	98.3	0.928	GCA_937890595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__CAJMNU01 sp905214855	98.3	0.928	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.4	11	N/A	Genome has more than 10.8% of markers with multiple hits
F_bin_288251	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900551895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900551895	89.32	0.519	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902381685.1, s__Faecalimonas sp000209385, 95.0, 87.71, 0.424; GCA_020024645.1, s__Faecalimonas sp020024645, 95.0, 85.24, 0.277; GCA_029264305.1, s__Faecalimonas sp029264305, 95.0, 85.22, 0.283	58.33	11	0.9933	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
F_bin_293276	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018366495.1, s__JAGZHZ01 sp018366495, 95.0, 86.34, 0.555; GCA_030526005.1, s__JAGZHZ01 sp030526005, 95.0, 85.59, 0.526	91.72	11	0.988	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
F_bin_297164	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_937906495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp937906495	84.48	0.358	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.56	11	0.99241	N/A
F_bin_297819	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	GCF_000384195.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	98.72	0.851	GCF_000384195.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	98.72	0.851	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030528085.1, s__Allobaculum sp030528085, 95.0, 87.25, 0.566	91.62	11	N/A	N/A
F_bin_299478	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.14	11	0.98599	N/A
F_bin_299554	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.6	11	0.96938	N/A
F_bin_314711	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.95	0.898	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.95	0.898	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 95.52, 0.891; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 90.12, 0.718	68.86	11	N/A	N/A
F_bin_354	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004557905.1, s__Ventricola sp004557905, 95.0, 83.85, 0.293; GCA_017937505.1, s__Ventricola sp017937505, 95.0, 83.61, 0.3; GCA_945948915.1, s__Ventricola sp945948915, 95.0, 83.25, 0.268; GCA_944333055.1, s__Ventricola sp944333055, 95.0, 81.93, 0.221	92.87	11	0.98679	N/A
F_bin_398	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__	N/A	N/A	N/A	N/A	N/A	GCA_944390315.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__51-20 sp944390315	80.71	0.18	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.63	11	0.95655	N/A
F_bin_415	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.17	11	0.97512	N/A
