ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	MLST_type	SRA_BioSample	Submitter Id	altitude	assembly	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	biotic_relationship	broker name	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	env_package	environmental-sample	environmental_sample	estimated_size	extrachrom_elements	finishing strategy (depth of coverage)	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_age	host_body_habitat	host_body_product	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_genotype	host_health_state	host_phenotype	host_sex	host_subject_id	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolate host	isolation_source_y	lab_host	label	lat_lon	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	misc_param: HMP body site	misc_param: HMP supersite	note	nucleic acid extraction	num_replicons	passage_history	pathotype	project_name	project_type	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_mat_process	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	sop	source_SRA	source_SRA_ bioproject	source_material_id	specimen_voucher	strain	subgroup	subtype	taxonomic classification	taxonomic identity marker	temp	value
GCF_027675945.1	RS_GCF_027675945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.09	2665284	37.61719377287783	174984	36	SAMN31809478	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027675945.1	SAMN31809478																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	UN03-248						
GCF_027676095.1	RS_GCF_027676095.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.13	2717784	37.54132103685998	227586	29	SAMN31809495	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027676095.1	SAMN31809495																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	UN03-64						
GCF_027676445.1	RS_GCF_027676445.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2726789	37.560149467369385	368496	18	SAMN31809456	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027676445.1	SAMN31809456																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	UN03-144						
GCF_027676845.1	RS_GCF_027676845.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.12	2734640	37.56666520390849	290335	37	SAMN31809445	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027676845.1	SAMN31809445																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	UN03-02						
GCF_027676855.1	RS_GCF_027676855.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.08	2954632	37.43031263941703	289633	62	SAMN31809441	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027676855.1	SAMN31809441																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM14-5NEA						
GCF_027677755.1	RS_GCF_027677755.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.48	2854103	37.48966791206504	64921	91	SAMN31809413	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027677755.1	SAMN31809413																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-75						
GCF_027677865.1	RS_GCF_027677865.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.29	2872251	37.46283607693815	203070	44	SAMN31809411	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027677865.1	SAMN31809411																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-64						
GCF_027678445.1	RS_GCF_027678445.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.05	2815158	37.5300099257452	218324	41	SAMN31809387	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027678445.1	SAMN31809387																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-24						
GCF_027678565.1	RS_GCF_027678565.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.18	2727450	37.58697055027572	75559	91	SAMN31809385	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027678565.1	SAMN31809385																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-234						
GCF_027678605.1	RS_GCF_027678605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.21	2951346	37.186602721661	159477	53	SAMN31809384	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027678605.1	SAMN31809384																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-230						
GCF_027678615.1	RS_GCF_027678615.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.22	2974443	37.16737219114015	172321	57	SAMN31809382	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027678615.1	SAMN31809382																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-226						
GCF_027678745.1	RS_GCF_027678745.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.35	2862867	37.49135867330703	62494	109	SAMN31809380	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027678745.1	SAMN31809380																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-220						
GCF_027678785.1	RS_GCF_027678785.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.22	2943016	37.19029017477903	159283	55	SAMN31809378	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027678785.1	SAMN31809378																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-216						
GCF_027679005.1	RS_GCF_027679005.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.12	2967452	37.45148840776832	193508	56	SAMN31809368	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027679005.1	SAMN31809368																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-192						
GCF_027679295.1	RS_GCF_027679295.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.12	2962718	37.45575763385446	193335	48	SAMN31809355	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027679295.1	SAMN31809355																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-167						
GCF_027679485.1	RS_GCF_027679485.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.13	2973797	37.43440382259464	175011	54	SAMN31809344	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027679485.1	SAMN31809344																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-139						
GCF_027679705.1	RS_GCF_027679705.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.11	2969961	37.45393287407348	204413	47	SAMN31809337	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027679705.1	SAMN31809337																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-122						
GCF_027680045.1	RS_GCF_027680045.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.22	2947738	37.18695592583697	165055	40	SAMN31809330	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027680045.1	SAMN31809330																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-110						
GCF_027680315.1	RS_GCF_027680315.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2788489	37.52272385756692	92059	92	SAMN31809320	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027680315.1	SAMN31809320																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM115-03						
GCF_027685365.1	RS_GCF_027685365.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.15	2931584	37.271724350607926	231916	80	SAMN31807850	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027685365.1	SAMN31807850																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF13-7H						
GCF_027685485.1	RS_GCF_027685485.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.09	2673525	37.63271535093708	290356	21	SAMN31807844	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027685485.1	SAMN31807844																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF13-2HA						
GCF_027686735.1	RS_GCF_027686735.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.06	2880155	37.58010503016362	218596	43	SAMN31807785	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027686735.1	SAMN31807785																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF101-78						
GCF_027686855.1	RS_GCF_027686855.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.15	2684298	37.65429017207182	232840	27	SAMN31807777	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027686855.1	SAMN31807777																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF101-36						
GCF_027686945.1	RS_GCF_027686945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.06	2879155	37.57962137407762	246959	41	SAMN31807776	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027686945.1	SAMN31807776																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF101-34						
GCF_027687025.1	RS_GCF_027687025.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2904475	37.36478681446566	238801	58	SAMN31807772	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027687025.1	SAMN31807772																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF101-26						
GCF_027687095.1	RS_GCF_027687095.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	3064473	37.13529193125056	202837	60	SAMN31807768	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027687095.1	SAMN31807768																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF101-15						
GCF_027687585.1	RS_GCF_027687585.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.24	2834257	37.39537233740395	585410	24	SAMN31807767	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027687585.1	SAMN31807767																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AF101-111						
GCF_027689415.1	RS_GCF_027689415.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.2	2848495	37.45880618236394	132742	63	SAMN31809878	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027689415.1	SAMN31809878																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TM11-1NEA						
GCF_027690295.1	RS_GCF_027690295.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.03	2829318	37.56493660264843	1469965	20	SAMN31809840	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027690295.1	SAMN31809840																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TF109-38						
GCF_027690315.1	RS_GCF_027690315.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.03	2829198	37.56007108853973	232725	25	SAMN31809836	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027690315.1	SAMN31809836																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TF109-20						
GCF_027690375.1	RS_GCF_027690375.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.03	2825875	37.555253970978285	1450887	29	SAMN31809833	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027690375.1	SAMN31809833																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TF109-08						
GCF_027690955.1	RS_GCF_027690955.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.03	2827454	37.55758054202106	380834	30	SAMN31809832	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027690955.1	SAMN31809832																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	TF109-03						
GCF_027691125.1	RS_GCF_027691125.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.11	2996899	37.29072253427741	165948	61	SAMN31809794	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027691125.1	SAMN31809794																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	OM18-45A						
GCF_027692005.1	RS_GCF_027692005.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.12	2944994	37.205196608037646	160790	69	SAMN31809752	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027692005.1	SAMN31809752																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	OM03-1A						
GCF_027694425.1	RS_GCF_027694425.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.11	2953179	37.36279104890539	219411	50	SAMN31809650	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027694425.1	SAMN31809650																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	OF14-27AA						
GCF_027697945.1	RS_GCF_027697945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3190965	36.91617432731034	108772	125	SAMN31809543	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027697945.1	SAMN31809543																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM95-07A						
GCF_027698125.1	RS_GCF_027698125.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3201074	36.90316634643923	121288	113	SAMN31809536	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027698125.1	SAMN31809536																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM94-01b3A						
GCF_027698405.1	RS_GCF_027698405.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.31	3222173	36.89180121501644	160576	103	SAMN31809526	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027698405.1	SAMN31809526																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM92-01b3A						
GCF_027698595.1	RS_GCF_027698595.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3198178	36.878474374135806	166594	102	SAMN31809519	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027698595.1	SAMN31809519																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM91-02b2-1A						
GCF_027698705.1	RS_GCF_027698705.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3274428	36.882314805336605	141994	108	SAMN31809518	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027698705.1	SAMN31809518																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM90-12TA						
GCF_027698945.1	RS_GCF_027698945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.27	3223199	36.88392777082605	231125	101	SAMN31809511	fecal material [ENVO:00002003]	China: Shenzhen	f	t	f	GCA_027698945.1	SAMN31809511																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM89-01pH10A						
GCF_027722965.1	RS_GCF_027722965.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.52	2738691	37.65532738563621	260286	34	SAMN31808745	fecal material [ENVO:00002003]	China: Shenzhen	t	f	f	GCA_027722965.1	SAMN31808745																											2014-02-01										microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]										China: Shenzhen			Homo sapiens																			not applicable						22.32 N 114.05 E													1							not applicable																	AM109-87						
GCF_028200655.1	RS_GCF_028200655.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2733236	37.59704613871616	1429297	18	SAMN23424523	fecal sample	none	t	f	f	GCA_028200655.1	SAMN23424523																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K195-1						
GCF_028200665.1	RS_GCF_028200665.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2734081	37.59716701882644	1429297	19	SAMN23424521	fecal sample	none	t	f	f	GCA_028200665.1	SAMN23424521																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K82-1a						
GCF_028200685.1	RS_GCF_028200685.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2732378	37.59725045363416	1429538	18	SAMN23424522	fecal sample	none	t	f	f	GCA_028200685.1	SAMN23424522																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K85-2						
GCF_028200755.1	RS_GCF_028200755.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.07	2850556	37.532327026727415	1449342	18	SAMN23424520	fecal sample	none	t	f	f	GCA_028200755.1	SAMN23424520																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K189-7						
GCF_028335305.1	RS_GCF_028335305.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.16	2810354	37.6293520318081	2731669	2	SAMN23424512	fecal sample	none	t	f	f	GCA_028335305.1	SAMN23424512																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K198-1						
GCF_028335345.1	RS_GCF_028335345.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.42	3025185	37.3750035121819	2917842	4	SAMN23424511	fecal sample	none	t	f	f	GCA_028335345.1	SAMN23424511																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K190-1						
GCF_028335425.1	RS_GCF_028335425.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2816739	37.56581635714208	2757574	2	SAMN23424518	fecal sample	none	t	f	f	GCA_028335425.1	SAMN23424518																										ILS, University of Zurich	2021																						not applicable			Bos taurus																						fecal sample																													whole organism											K70-12a						
