ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	GTDB_taxonomy	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	altitude	altitute	anonymized name	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	broker name	checkm_completeness	checkm_contamination	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	contigs	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	environmental-sample	environmental_sample	ethnicity	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_body_habitat	host_body_product	host_health_state	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolation_source_y	lab_host	lat_lon	length	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	note	num_replicons	passage_history	project_name	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	source_material_id	specimen_voucher	strain	subsrc_note	substrate	supplier_name	taxonomic classification	taxonomic identity marker	temp	value
GCF_009020365.1	RS_GCF_009020365.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.88	1.34	4617408	46.65673344440692	33032	416	SAMN11944055	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020365.1	SAMN11944055																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A24							
GCF_009020375.1	RS_GCF_009020375.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.32	4938424	46.29972748070921	219876	127	SAMN11944057	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020375.1	SAMN11944057																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A26							
GCF_009020405.1	RS_GCF_009020405.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.91	5001607	46.36909697223312	197147	85	SAMN11944054	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020405.1	SAMN11944054																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A23							
GCF_009020445.1	RS_GCF_009020445.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	3.58	5349415	46.16368331864326	107765	92	SAMN11944050	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020445.1	SAMN11944050																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A19							
GCF_009020465.1	RS_GCF_009020465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.91	4944595	46.45995568890008	164685	58	SAMN11944051	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020465.1	SAMN11944051																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A20							
GCF_009020475.1	RS_GCF_009020475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	2.1	5042817	46.258699073646106	196467	75	SAMN11944048	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020475.1	SAMN11944048																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A17							
GCF_009020535.1	RS_GCF_009020535.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.74	4981634	46.20555147278011	186541	71	SAMN11944047	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020535.1	SAMN11944047																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A16							
GCF_009020545.1	RS_GCF_009020545.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	2.09	5003958	46.19954873202335	189230	75	SAMN11944046	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020545.1	SAMN11944046																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A15							
GCF_009020575.1	RS_GCF_009020575.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.9	4991220	46.1961990039305	188135	75	SAMN11944044	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020575.1	SAMN11944044																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A13							
GCF_009020585.1	RS_GCF_009020585.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.95	5122037	46.50460166835753	213609	65	SAMN11944045	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020585.1	SAMN11944045																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A14							
GCF_009020605.1	RS_GCF_009020605.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	2.02	5011764	46.18169115298627	158426	83	SAMN11944043	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020605.1	SAMN11944043																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A12							
GCF_009020635.1	RS_GCF_009020635.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.2	4896696	46.27987933087944	255766	49	SAMN11944041	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020635.1	SAMN11944041																												2015-03-31											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A10							
GCF_009020645.1	RS_GCF_009020645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.95	5117723	46.51943287493043	329532	55	SAMN11944042	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020645.1	SAMN11944042																												2015-12-09											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A11							
GCF_009020675.1	RS_GCF_009020675.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.27	4891462	46.28399443765483	357652	42	SAMN11944039	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020675.1	SAMN11944039																												2015-03-31											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A8							
GCF_009020685.1	RS_GCF_009020685.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.1	4906541	46.27597681635901	357652	40	SAMN11944038	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020685.1	SAMN11944038																												2015-03-31											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A7							
GCF_009020705.1	RS_GCF_009020705.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.12	4899727	46.28755977803337	241054	55	SAMN11944040	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020705.1	SAMN11944040																												2015-03-31											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A9							
GCF_009020735.1	RS_GCF_009020735.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.06	4900687	46.28360614512368	394997	40	SAMN11944037	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020735.1	SAMN11944037																												2015-03-31											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A6							
GCF_009020755.1	RS_GCF_009020755.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.54	4949399	45.94151835991816	196270	54	SAMN11944036	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020755.1	SAMN11944036																												2016-01-11											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A5							
GCF_009020775.1	RS_GCF_009020775.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.32	4970798	46.36723099624909	166144	78	SAMN11944033	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020775.1	SAMN11944033																												2015-04-01											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A2							
GCF_009020795.1	RS_GCF_009020795.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.36	4924640	46.36991113782572	152732	80	SAMN11944035	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020795.1	SAMN11944035																												2015-04-01											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A4							
GCF_009020805.1	RS_GCF_009020805.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.3	4932030	46.359622515417634	117554	85	SAMN11944034	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020805.1	SAMN11944034																												2015-04-01											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A3							
GCF_009020815.1	RS_GCF_009020815.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.21	4918178	46.36304190821964	140587	81	SAMN11944032	fecal material [ENVO:00002003]	USA: Boston	t	f	f	GCA_009020815.1	SAMN11944032																												2015-04-01											bodily fluid material biome [ENVO:02000019]	excreta material [ENVO:02000022]	fecal material [ENVO:00002003]							USA:Boston			Homo sapiens									missing				42.36 N 71.06 W											missing					missing													BIOML-A1							
GCF_015124975.1	RS_GCF_015124975.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.97	0.21	4613834	46.33998535708047	113568	84	SAMN15091486	Large intestine; fecal sample	Slovenia	t	f	f	GCA_015124975.1	SAMN15091486																												2018-04-12																				Slovenia			Homo sapiens											large intestine, fecal sample																							Bacterial culture								MB18-80							
GCF_015124985.1	RS_GCF_015124985.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.97	0.23	4590251	46.42221089870685	48868	183	SAMN15091485	Large intestine; fecal sample	Slovenia	t	f	f	GCA_015124985.1	SAMN15091485																												2018-04-12																				Slovenia			Homo sapiens											large intestine, fecal sample																							Bacterial culture								MB18-33							
GCF_017566075.1	RS_GCF_017566075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.1	5315025	45.90870221682871	188248	1097	SAMN14738608	feces	USA: North Carolina	t	f	f	GCA_017566075.1	SAMN14738608																												2019-02																				USA: North Carolina			Homo sapiens											feces																							stool sample								GGCC_0301							
GCF_018289175.1	RS_GCF_018289175.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.88	5339045	46.57653194531981	5225614	4	SAMN16451196	feces	USA: Boston	t	f	f	GCA_018289175.1	SAMN16451196																							Dr. Lauire Comstock, Brigham & Women's Hospital, 181 Longwood Avenue, Boston, MA 02115 USA					2009-05																				USA: Boston			Homo sapiens						feces					feces		42.3361 N 71.1075 W																					cultured bacterial isolate								CL11T00C07							
GCF_018289375.1	RS_GCF_018289375.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.13	5069972	46.27932856433921	4905795	3	SAMN16451190	feces	USA: Boston	t	f	f	GCA_018289375.1	SAMN16451190																							Dr. Lauire Comstock, Brigham & Women's Hospital, 181 Longwood Avenue, Boston, MA 02115 USA					2009-05																				USA: Boston			Homo sapiens						feces					feces		42.3361 N 71.1075 W																					cultured bacterial isolate								CL06T06C18							
GCF_018291785.1	RS_GCF_018291785.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.53	5471617	46.39091149837425	5364439	3	SAMN16451189	feces	USA: Boston	t	f	f	GCA_018291785.1	SAMN16451189																							Dr. Lauire Comstock, Brigham & Women's Hospital, 181 Longwood Avenue, Boston, MA 02115 USA					2009-05																				USA: Boston			Homo sapiens						feces					feces		42.3361 N 71.1075 W																					cultured bacterial isolate								CL06T03C05							
GCF_018292165.1	RS_GCF_018292165.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	1.27	4920161	46.20399617004403	4874733	2	SAMN16451181	feces	USA: Boston	t	f	f	GCA_018292165.1	SAMN16451181																							Dr. Lauire Comstock, Brigham & Women's Hospital, 181 Longwood Avenue, Boston, MA 02115 USA					2009-05																				USA: Boston			Homo sapiens						feces					feces		42.3361 N 71.1075 W																					cultured bacterial isolate								CL03T12C37							
GCF_018785825.1	RS_GCF_018785825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	1.37	5043987	46.31071430129355	125997	167	SAMN12147352	feces	Ireland	f	t	f	GCA_018785825.1	SAMN12147352																												missing											human gut	not applicable	faecal matter							Ireland			Homo sapiens									missing		feces		51.8985 N 8.4756 W											not collected (draft genomes)					not applicable													MCC198							
GCF_018785865.1	RS_GCF_018785865.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.81	4587718	46.34709118811363	344142	64	SAMN12147351	feces	Ireland	t	f	f	GCA_018785865.1	SAMN12147351																												missing											human gut	not applicable	faecal matter							Ireland			Homo sapiens									missing		feces		51.8985 N 8.4756 W											not collected (draft genomes)					not applicable													MCC197							
GCF_019052455.1	RS_GCF_019052455.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.28	4847425	46.378252371104246	168930	58	SAMN19732049	fecal sample	USA: New York	t	f	f	GCA_019052455.1	SAMN19732049																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK20_32						MSK.20.32							
GCF_019127755.1	RS_GCF_019127755.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.9	5002980	46.33802253856702	172935	92	SAMN19732059	fecal sample	USA: New York	t	f	f	GCA_019127755.1	SAMN19732059																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK20_79						MSK.20.79							
GCF_019127825.1	RS_GCF_019127825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.4	4834282	46.50351386203784	213778	70	SAMN19732040	fecal sample	USA: New York	t	f	f	GCA_019127825.1	SAMN19732040																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK19_91						MSK.19.91							
GCF_019127915.1	RS_GCF_019127915.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.35	4832933	46.50728656904617	155577	79	SAMN19732035	fecal sample	USA: New York	t	f	f	GCA_019127915.1	SAMN19732035																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		TM533						MSK.19.84							
GCF_019128015.1	RS_GCF_019128015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.9	5002749	46.33912275031188	193704	90	SAMN19732047	fecal sample	USA: New York	t	f	f	GCA_019128015.1	SAMN19732047																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK20_3						MSK.20.3							
GCF_019128055.1	RS_GCF_019128055.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.9	4925684	46.44591492267876	194566	80	SAMN19732048	fecal sample	USA: New York	t	f	f	GCA_019128055.1	SAMN19732048																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK20_30						MSK.20.30							
GCF_019128275.1	RS_GCF_019128275.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.4	4833201	46.50574226066742	214407	67	SAMN19732031	fecal sample	USA: New York	t	f	f	GCA_019128275.1	SAMN19732031																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK19_71						MSK.19.71							
GCF_019128355.1	RS_GCF_019128355.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.36	4791633	46.51827466752984	219785	68	SAMN19732028	fecal sample	USA: New York	t	f	f	GCA_019128355.1	SAMN19732028																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK19_63						MSK.19.63							
GCF_019128475.1	RS_GCF_019128475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.4	4833318	46.50298200946017	213875	71	SAMN19732025	fecal sample	USA: New York	t	f	f	GCA_019128475.1	SAMN19732025																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK19_54						MSK.19.54							
GCF_019128575.1	RS_GCF_019128575.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.4	4833908	46.50405013914208	190991	66	SAMN19732018	fecal sample	USA: New York	t	f	f	GCA_019128575.1	SAMN19732018																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK19_4						MSK.19.4							
GCF_019128965.1	RS_GCF_019128965.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4671583	46.50896708888615	146632	88	SAMN19731988	fecal sample	USA: New York	t	f	f	GCA_019128965.1	SAMN19731988																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_66						MSK.18.66							
GCF_019128995.1	RS_GCF_019128995.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4668867	46.51278350829013	152388	82	SAMN19731999	fecal sample	USA: New York	t	f	f	GCA_019128995.1	SAMN19731999																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_89						MSK.18.89							
GCF_019129055.1	RS_GCF_019129055.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4668106	46.518116769413545	146632	89	SAMN19731994	fecal sample	USA: New York	t	f	f	GCA_019129055.1	SAMN19731994																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_78						MSK.18.78							
GCF_019129075.1	RS_GCF_019129075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4668718	46.51311130807216	152386	81	SAMN19731992	fecal sample	USA: New York	t	f	f	GCA_019129075.1	SAMN19731992																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_74						MSK.18.74							
GCF_019129135.1	RS_GCF_019129135.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4668325	46.51173600809712	152386	77	SAMN19731993	fecal sample	USA: New York	t	f	f	GCA_019129135.1	SAMN19731993																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_77						MSK.18.77							
GCF_019129195.1	RS_GCF_019129195.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4669021	46.514868962893935	146625	85	SAMN19731979	fecal sample	USA: New York	t	f	f	GCA_019129195.1	SAMN19731979																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_33						MSK.18.33							
GCF_019129315.1	RS_GCF_019129315.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4669810	46.51431214546202	152386	84	SAMN19731977	fecal sample	USA: New York	t	f	f	GCA_019129315.1	SAMN19731977																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_25						MSK.18.25							
GCF_019129335.1	RS_GCF_019129335.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.36	4667499	46.51851023428178	125812	85	SAMN19731978	fecal sample	USA: New York	f	t	f	GCA_019129335.1	SAMN19731978																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK18_30						MSK.18.30							
GCF_019129685.1	RS_GCF_019129685.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	100.0	0.14	4531263	46.2286342681941	219113	98	SAMN19731954	fecal sample	USA: New York	t	f	f	GCA_019129685.1	SAMN19731954																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK17_15						MSK.17.15							
GCF_019130175.1	RS_GCF_019130175.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.56	5044612	46.266372914309365	114997	121	SAMN19731936	fecal sample	USA: New York	t	f	f	GCA_019130175.1	SAMN19731936																																							not applicable	not applicable	not applicable							USA:New York			Homo sapiens									not applicable		fecal sample													not applicable					not applicable					cell culture		MSK16_71						MSK.16.71							
